"Label","Period","UPC - EAN","Catalog Number","Release Artist","Release Title","ISRC","Track Number","Track Artist","Track Title","Track Version","bundle","Territory","Bitrate","Price Point","Trans %","Percentage","Mechanical Withholding","Unit Rate","Qty","Amount Due"
Period:                                     Jul 1, 2017 to Jul 31, 2017
Purchases:                                  445
Voided Discrepancies:                       0
Total Purchases:                            445
Label Net:                                  566.67
Voided Amount:                              0.00
Mechanicals Withheld (sales outside U.S.):  -68.01
Tax:                                        0.00% (0.00)
Period Total:                               498.67
Adjustments:                                0.00
Previous Unpaid Statements:                 0.00
Due to Date:                                498.67
                                            ** All values are in US Dollars **
