PRODUCT_UPC,PRODUCT_CATALOGUE_NUMBER,TRACK_ISRC_CODE,TRACK_ID,LABEL,RELEASE,TRACK_TITLE,TRACK_ARTIST,REMIXER_NAME,REMIX,TERRITORY,PURCHASE_STATUS,FORMAT,DELIVERY,TRANSACTION_DATE,CONTENT_TYPE,TRACK_COUNT,GROSS_CONTENT_REVENUE,GROSS_WAV_REVENUE,PAID_PRICE,NET_CONTENT_REVENUE,NET_WAV_REVENUE,MECHANICAL_WITHHOLDING,US_TAX_WITHHOLDING,WITHHELD_AMOUNT,US_TAX_WITHHOLDING_PERCENT,US_TAX_WITHHOLDING_COMPLIANCY_STATUS,NET_TOTAL,SALE_TYPE
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CHE,Exclusive,mp3,download,2017-07-04,single,1,2.11,0.00,2.11,1.37,0.0000000000,0.21,0.00,0.21,0.0000,1,1.16,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-04,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",MEX,Exclusive,mp3,download,2017-07-04,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,mp3,download,2017-07-04,single,1,1.90,0.00,1.90,1.24,0.0000000000,0.19,0.00,0.19,0.0000,1,1.05,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,mp3,download,2017-07-04,single,1,1.90,0.00,1.90,1.24,0.0000000000,0.19,0.00,0.19,0.0000,1,1.05,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,aiff,download,2017-07-04,single,1,1.90,0.97,2.87,1.24,0.4900000000,0.29,0.00,0.29,0.0000,1,1.44,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CAN,Exclusive,mp3,download,2017-07-04,single,1,2.11,0.00,2.11,1.37,0.0000000000,0.21,0.00,0.21,0.0000,1,1.16,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,Exclusive,mp3,download,2017-07-05,single,1,2.47,0.00,2.47,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-05,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.00,0.00,0.00,0.0000,1,1.46,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,mp3,download,2017-07-05,single,1,2.02,0.00,2.02,1.31,0.0000000000,0.20,0.00,0.20,0.0000,1,1.11,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,mp3,download,2017-07-05,single,1,2.24,0.00,2.24,1.45,0.0000000000,0.22,0.00,0.22,0.0000,1,1.23,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,Exclusive,mp3,download,2017-07-05,single,1,2.47,0.00,2.47,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,aiff,download,2017-07-05,single,1,2.49,0.75,3.24,1.62,0.3800000000,0.00,0.00,0.00,0.0000,1,2.00,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",IRL,Exclusive,mp3,download,2017-07-05,single,1,2.47,0.00,2.47,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,Exclusive,mp3,download,2017-07-06,single,1,2.46,0.00,2.46,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",AUT,Exclusive,mp3,download,2017-07-06,single,1,2.46,0.00,2.46,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,Exclusive,mp3,download,2017-07-06,single,1,2.46,0.00,2.46,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",JPN,Exclusive,mp3,download,2017-07-06,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,Exclusive,mp3,download,2017-07-06,single,1,2.46,0.00,2.46,1.60,0.0000000000,0.25,0.00,0.25,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-06,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",AUS,Exclusive,wav,download,2017-07-07,single,1,1.83,0.57,2.40,1.19,0.2800000000,0.24,0.00,0.24,0.0000,1,1.23,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CZE,Exclusive,mp3,download,2017-07-07,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,Exclusive,aiff,download,2017-07-07,single,1,2.24,0.86,3.10,1.46,0.4300000000,0.31,0.00,0.31,0.0000,1,1.58,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NLD,Exclusive,mp3,download,2017-07-07,single,1,2.48,0.00,2.48,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",AUT,Exclusive,mp3,download,2017-07-07,single,1,2.48,0.00,2.48,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ITA,Exclusive,mp3,download,2017-07-07,single,1,2.48,0.00,2.48,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-07,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",SWE,Exclusive,mp3,download,2017-07-08,single,1,2.47,0.00,2.47,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ROU,Exclusive,wav,download,2017-07-08,single,1,2.49,0.75,3.24,1.62,0.3800000000,0.32,0.00,0.32,0.0000,1,1.68,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,Exclusive,mp3,download,2017-07-08,single,1,2.47,0.00,2.47,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,Exclusive,mp3,download,2017-07-09,single,1,2.22,0.00,2.22,1.45,0.0000000000,0.22,0.00,0.22,0.0000,1,1.23,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NLD,Exclusive,mp3,download,2017-07-09,single,1,2.47,0.00,2.47,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ITA,Exclusive,mp3,download,2017-07-09,single,1,2.47,0.00,2.47,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NZL,Exclusive,mp3,download,2017-07-09,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",SRB,Exclusive,mp3,download,2017-07-10,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.22,0.00,0.22,0.0000,1,1.24,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",SVK,Exclusive,mp3,download,2017-07-10,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",BRA,Exclusive,mp3,download,2017-07-10,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.22,0.00,0.22,0.0000,1,1.24,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,aiff,download,2017-07-10,single,1,2.24,0.75,2.99,1.46,0.3800000000,0.00,0.00,0.00,0.0000,1,1.84,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NLD,Exclusive,mp3,download,2017-07-11,single,1,2.47,0.00,2.47,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ESP,Exclusive,mp3,download,2017-07-11,single,1,2.22,0.00,2.22,1.44,0.0000000000,0.22,0.00,0.22,0.0000,1,1.22,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",BEL,Exclusive,mp3,download,2017-07-11,single,1,2.47,0.00,2.47,1.61,0.0000000000,0.25,0.00,0.25,0.0000,1,1.36,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-11,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.00,0.00,0.00,0.0000,1,1.46,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-11,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.00,0.00,0.00,0.0000,1,1.46,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,Exclusive,mp3,download,2017-07-12,single,1,2.24,0.00,2.24,1.45,0.0000000000,0.22,0.00,0.22,0.0000,1,1.23,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CAN,Exclusive,mp3,download,2017-07-12,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,Exclusive,mp3,download,2017-07-12,single,1,2.25,0.00,2.25,1.46,0.0000000000,0.22,0.00,0.22,0.0000,1,1.24,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,mp3,download,2017-07-12,single,1,1.99,0.00,1.99,1.30,0.0000000000,0.20,0.00,0.20,0.0000,1,1.10,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-12,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.00,0.00,0.00,0.0000,1,1.46,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-12,single,1,2.24,0.00,2.24,1.46,0.0000000000,0.00,0.00,0.00,0.0000,1,1.46,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,Exclusive,mp3,download,2017-07-12,single,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",mp3,download,2017-07-13,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",mp3,download,2017-07-13,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",mp3,download,2017-07-13,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ARG,"New Release",mp3,download,2017-07-13,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",MLT,"New Release",mp3,download,2017-07-14,single,1,1.78,0.00,1.78,1.16,0.0000000000,0.18,0.00,0.18,0.0000,1,0.98,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,"New Release",mp3,download,2017-07-14,single,1,1.78,0.00,1.78,1.16,0.0000000000,0.18,0.00,0.18,0.0000,1,0.98,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NLD,"New Release",aiff,download,2017-07-15,single,1,1.79,0.86,2.65,1.16,0.4300000000,0.26,0.00,0.26,0.0000,1,1.33,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",IRL,"New Release",mp3,download,2017-07-15,single,1,1.79,0.00,1.79,1.16,0.0000000000,0.18,0.00,0.18,0.0000,1,0.98,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,"New Release",mp3,download,2017-07-15,single,1,1.70,0.00,1.70,1.11,0.0000000000,0.17,0.00,0.17,0.0000,1,0.94,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CAN,"New Release",mp3,download,2017-07-15,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",MEX,"New Release",mp3,download,2017-07-15,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,"New Release",mp3,download,2017-07-15,single,1,1.79,0.00,1.79,1.16,0.0000000000,0.18,0.00,0.18,0.0000,1,0.98,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ESP,"New Release",mp3,download,2017-07-16,single,1,1.34,0.00,1.34,0.87,0.0000000000,0.13,0.00,0.13,0.0000,1,0.74,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CHE,"New Release",mp3,download,2017-07-16,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FRA,"New Release",mp3,download,2017-07-17,single,1,1.33,0.00,1.33,0.87,0.0000000000,0.13,0.00,0.13,0.0000,1,0.74,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,"New Release",mp3,download,2017-07-17,single,1,1.28,0.00,1.28,0.84,0.0000000000,0.13,0.00,0.13,0.0000,1,0.71,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",AUT,"New Release",mp3,download,2017-07-17,single,1,1.34,0.00,1.34,0.87,0.0000000000,0.13,0.00,0.13,0.0000,1,0.74,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NZL,"New Release",mp3,download,2017-07-18,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",AUS,"New Release",aiff,download,2017-07-18,single,1,1.71,0.58,2.29,1.11,0.2900000000,0.23,0.00,0.23,0.0000,1,1.17,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CHL,"New Release",mp3,download,2017-07-18,single,1,1.50,0.00,1.50,0.98,0.0000000000,0.15,0.00,0.15,0.0000,1,0.83,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,"New Release",mp3,download,2017-07-18,single,1,1.33,0.00,1.33,0.87,0.0000000000,0.13,0.00,0.13,0.0000,1,0.74,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,"New Release",mp3,download,2017-07-18,single,1,1.28,0.00,1.28,0.83,0.0000000000,0.13,0.00,0.13,0.0000,1,0.70,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,"New Release",mp3,download,2017-07-19,single,1,1.80,0.00,1.80,1.17,0.0000000000,0.18,0.00,0.18,0.0000,1,0.99,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CAN,"New Release",mp3,download,2017-07-19,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NOR,"New Release",mp3,download,2017-07-19,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,Exclusive,aiff,download,2017-06-15,single,1,-2.21,-0.96,-3.16,-1.43,-0.4800000000,-0.32,0.00,-0.32,0.0000,1,-1.59,Void
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NLD,"New Release",mp3,download,2017-07-20,single,1,1.80,0.00,1.80,1.17,0.0000000000,0.18,0.00,0.18,0.0000,1,0.99,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",mp3,download,2017-07-28,single,1,1.00,0.00,1.00,0.65,0.0000000000,0.00,0.00,0.00,0.0000,1,0.65,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",JPN,"New Release",aiff,download,2017-07-28,single,1,1.00,0.75,1.75,0.65,0.3800000000,0.18,0.00,0.18,0.0000,1,0.85,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",FIN,"New Release",mp3,download,2017-07-28,single,1,1.82,0.00,1.82,1.19,0.0000000000,0.18,0.00,0.18,0.0000,1,1.01,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CRI,"New Release",aiff,download,2017-07-28,single,1,1.00,0.75,1.75,0.65,0.3800000000,0.18,0.00,0.18,0.0000,1,0.85,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CAN,"New Release",mp3,download,2017-07-28,single,1,1.00,0.00,1.00,0.65,0.0000000000,0.10,0.00,0.10,0.0000,1,0.55,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",mp3,download,2017-07-28,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",mp3,download,2017-07-29,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",CAN,"New Release",mp3,download,2017-07-30,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",NLD,"New Release",mp3,download,2017-07-30,single,1,0.92,0.00,0.92,0.60,0.0000000000,0.09,0.00,0.09,0.0000,1,0.51,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",USA,"New Release",wav,download,2017-07-20,single,1,1.99,0.75,2.74,1.29,0.3800000000,0.00,0.00,0.00,0.0000,1,1.67,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,"New Release",aiff,download,2017-07-21,single,1,1.81,0.87,2.69,1.18,0.4400000000,0.27,0.00,0.27,0.0000,1,1.35,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",GBR,"New Release",aiff,download,2017-07-22,single,1,1.35,0.97,2.33,0.88,0.4900000000,0.23,0.00,0.23,0.0000,1,1.14,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,"New Release",mp3,download,2017-07-22,single,1,1.82,0.00,1.82,1.18,0.0000000000,0.18,0.00,0.18,0.0000,1,1.00,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",PHL,"New Release",mp3,download,2017-07-22,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",ROU,"New Release",mp3,download,2017-07-22,single,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,USMKV1727601,9376440,"InStereo Recordings","We Can Be Lovers","We Can Be Lovers","Block & Crown,Chris Marina",,"Original Mix",DEU,"New Release",mp3,download,2017-07-23,single,1,1.82,0.00,1.82,1.18,0.0000000000,0.18,0.00,0.18,0.0000,1,1.00,Sale
