PRODUCT_UPC,PRODUCT_CATALOGUE_NUMBER,TRACK_ISRC_CODE,TRACK_ID,LABEL,RELEASE,TRACK_TITLE,TRACK_ARTIST,REMIXER_NAME,REMIX,TERRITORY,PURCHASE_STATUS,FORMAT,DELIVERY,TRANSACTION_DATE,CONTENT_TYPE,TRACK_COUNT,GROSS_CONTENT_REVENUE,GROSS_WAV_REVENUE,PAID_PRICE,NET_CONTENT_REVENUE,NET_WAV_REVENUE,MECHANICAL_WITHHOLDING,US_TAX_WITHHOLDING,WITHHELD_AMOUNT,US_TAX_WITHHOLDING_PERCENT,US_TAX_WITHHOLDING_COMPLIANCY_STATUS,NET_TOTAL,SALE_TYPE
,INS015,,424874,"InStereo Recordings","Put The Record Back On","Put The Record Back On","DJ Dan","Peace Division","Peace Division Mix",NLD,Classic,mp3,download,2017-07-28,single,1,0.91,0.00,0.91,0.55,0.0000000000,0.09,0.00,0.09,0.0000,1,0.46,Sale
,INS015,,424874,"InStereo Recordings","Put The Record Back On","Put The Record Back On","DJ Dan","Peace Division","Peace Division Mix",FRA,Classic,mp3,download,2017-07-31,single,1,1.83,0.00,1.83,1.10,0.0000000000,0.18,0.00,0.18,0.0000,1,0.92,Sale
,INS015,,424874,"InStereo Recordings","Put The Record Back On","Put The Record Back On","DJ Dan","Peace Division","Peace Division Mix",IRL,Classic,mp3,download,2017-07-13,single,1,1.78,0.00,1.78,1.07,0.0000000000,0.18,0.00,0.18,0.0000,1,0.89,Sale
,INS015,,424875,"InStereo Recordings","Put The Record Back On","Put The Record Back On","DJ Dan","H Foundation","H Foundation Remix",GBR,Classic,mp3,download,2017-07-16,single,1,1.28,0.00,1.28,0.77,0.0000000000,0.13,0.00,0.13,0.0000,1,0.64,Sale
,INS003,,469288,"InStereo Recordings","Bitches & Drum Machines","Bitches & Drum Machines","Angel Alanis","Joey Beltram","Joey Beltram Remix",USA,"General Content",mp3,download,2017-07-31,single,1,0.74,0.00,0.74,0.44,0.0000000000,0.00,0.00,0.00,0.0000,1,0.44,Sale
,INS025,,517315,"InStereo Recordings","Flow (Remixes)",Flow,"Joey Mazzola,Mike Balance","Miles Dyson","Miles Dyson Remix",USA,"General Content",aiff,download,2017-07-09,single,1,1.49,0.75,2.24,0.89,0.3800000000,0.00,0.00,0.00,0.0000,1,1.27,Sale
,INS026,,528098,"InStereo Recordings","Stick Em","Stick Em","Donald Glaude,DJ Dan",,"Original Mix",AUS,"General Content",aiff,download,2017-07-18,single,1,0.00,0.58,0.58,0.00,0.2900000000,0.06,0.00,0.06,0.0000,1,0.23,Sale
844185009126,INS045,USMKV0904403,834498,"InStereo Recordings","Ghetto Blaster (Krafty Kuts Remix)","Ghetto Blaster","Marc Adamo,Tim Healey","Krafty Kuts","Krafty Kuts Remix",USA,"General Content",aiff,download,2017-07-07,single,1,0.00,0.75,0.75,0.00,0.3800000000,0.00,0.00,0.00,0.0000,1,0.38,Sale
084854242205,INS086,,,"InStereo Recordings","The Glow EP",,Slicerboys,,,JPN,"General Content",mp3,download,2017-07-10,release,2,2.98,0.00,2.98,1.94,0.0000000000,0.30,0.00,0.30,0.0000,1,1.64,Sale
847108027542,INS091,,,"InStereo Recordings","Nothing But A Party",,"DJ Dan,Lookback",,,KOR,"General Content",mp3,download,2017-07-03,release,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
844185059862,INS053,USMKV1005301,1194024,"InStereo Recordings",Work,Work,"Dom G","DJ Dan,Mike Balance","DJ Dan & Mike Balance Remix",USA,"General Content",aiff,download,2017-07-09,single,1,1.49,0.75,2.24,0.89,0.3800000000,0.00,0.00,0.00,0.0000,1,1.27,Sale
847108025388,INS054,USMKV1005402,1288704,"InStereo Recordings","Dirty Tennessee","Dirty Tennessee","Danny Daze,David Carvalho",,"Grandpa's Drunk Version",USA,"General Content",mp3,download,2017-07-23,single,1,1.49,0.00,1.49,0.89,0.0000000000,0.00,0.00,0.00,0.0000,1,0.89,Sale
847108065629,INS056,USMKV1005602,1496086,"InStereo Recordings","Velvet Revolution EP","Freak It",WhiteNoize,,"Original Mix",USA,"General Content",mp3,download,2017-07-28,single,1,0.75,0.00,0.75,0.45,0.0000000000,0.00,0.00,0.00,0.0000,1,0.45,Sale
847108065629,INS056,USMKV1005602,1496086,"InStereo Recordings","Velvet Revolution EP","Freak It",WhiteNoize,,"Original Mix",USA,"General Content",mp3,download,2017-07-27,single,1,1.49,0.00,1.49,0.89,0.0000000000,0.00,0.00,0.00,0.0000,1,0.89,Sale
847108065629,INS056,USMKV1005603,1496087,"InStereo Recordings","Velvet Revolution EP",BreakDown,WhiteNoize,,"Original Mix",USA,"General Content",mp3,download,2017-07-27,single,1,1.49,0.00,1.49,0.89,0.0000000000,0.00,0.00,0.00,0.0000,1,0.89,Sale
,INS197,,,"InStereo Recordings","I Got A Man",,"divaDanielle,DJ Dan",,,CAN,"General Content",wav,download,2017-07-07,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS228,,,"InStereo Recordings","DJ Dan & Friends",,"Alaia,Antoine Clamaran,Charles Feelgood,divaDanielle,DJ Dan,DJ Mes,DJ PP,DJ Sneak,Doorly,Gallo,Gary Caos,Hazzaro,Ido,JedX,Kunti,Mike Balance,Peter Brown,Rudy Funkhauser,Simon Doty,Slynk,The Eagle Rockers,WhiteNoize,Wise D & Kobe",,,USA,"General Content",mp3,download,2017-07-17,release,29,16.49,0.00,16.49,10.72,0.0000000000,0.00,0.00,0.00,0.0000,1,10.72,Sale
,INS239,,,"InStereo Recordings",Around,,"Proxy Brown",,,CAN,"General Content",mp3,download,2017-07-30,release,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS250,,,"InStereo Recordings",Comin',,"Agua Sin Gas,Antoine Clamaran",,,CAN,"General Content",aiff,download,2017-07-19,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS250,,,"InStereo Recordings",Comin',,"Agua Sin Gas,Antoine Clamaran",,,CHE,"General Content",aiff,download,2017-07-27,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS254,,,"InStereo Recordings",Sambodromo,,"Leandro Da Silva",,,GBR,"General Content",mp3,download,2017-07-05,release,1,1.45,0.00,1.45,0.94,0.0000000000,0.14,0.00,0.14,0.0000,1,0.80,Sale
,INS256,,,"InStereo Recordings","The Witness",,"Block & Crown",,,GBR,"General Content",mp3,download,2017-07-18,release,1,1.10,0.00,1.10,0.71,0.0000000000,0.11,0.00,0.11,0.0000,1,0.60,Sale
,INS259,,,"InStereo Recordings",DJ,,"Angel Heredia",,,CAN,"General Content",mp3,download,2017-07-30,release,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS261,,,"InStereo Recordings","Funk All Stars Remix",,"DJ Dan,The Eagle Rockers","Leandro Da Silva",,GBR,"General Content",mp3,download,2017-07-10,release,1,1.44,0.00,1.44,0.94,0.0000000000,0.14,0.00,0.14,0.0000,1,0.80,Sale
,INS263,,,"InStereo Recordings","Upside Down Cola E.P.",,"Mike Balance",,,USA,"General Content",aiff,download,2017-07-06,release,2,2.98,1.50,4.48,1.94,0.7500000000,0.00,0.00,0.00,0.0000,1,2.69,Sale
,INS267,,,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",,"Agua Sin Gas,Angel Heredia,Antoine Clamaran,DJ Dan,DJ Mes,Fleetwood Smack,Gary Caos,Glovibes,Gordon John,Hazzaro,Ido,Jarred Gallo,JedX,JoeKen,Jude & Frank,Leandro Da Silva,Luca Debonaire,Mike Balance,NerveStrain,Vush","Joe Bond,Kenny Summit",,AUS,"General Content",mp3,download,2017-07-11,release,20,16.99,0.00,16.99,11.04,0.0000000000,1.70,0.00,1.70,0.0000,1,9.34,Sale
,INS267,,,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",,"Agua Sin Gas,Angel Heredia,Antoine Clamaran,DJ Dan,DJ Mes,Fleetwood Smack,Gary Caos,Glovibes,Gordon John,Hazzaro,Ido,Jarred Gallo,JedX,JoeKen,Jude & Frank,Leandro Da Silva,Luca Debonaire,Mike Balance,NerveStrain,Vush","Joe Bond,Kenny Summit",,SWE,"General Content",mp3,download,2017-07-19,release,20,16.99,0.00,16.99,11.04,0.0000000000,1.70,0.00,1.70,0.0000,1,9.34,Sale
,INS267,,,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",,"Agua Sin Gas,Angel Heredia,Antoine Clamaran,DJ Dan,DJ Mes,Fleetwood Smack,Gary Caos,Glovibes,Gordon John,Hazzaro,Ido,Jarred Gallo,JedX,JoeKen,Jude & Frank,Leandro Da Silva,Luca Debonaire,Mike Balance,NerveStrain,Vush","Joe Bond,Kenny Summit",,ITA,"General Content",mp3,download,2017-07-02,release,20,16.99,0.00,16.99,11.04,0.0000000000,1.70,0.00,1.70,0.0000,1,9.34,Sale
,INS267,,,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",,"Agua Sin Gas,Angel Heredia,Antoine Clamaran,DJ Dan,DJ Mes,Fleetwood Smack,Gary Caos,Glovibes,Gordon John,Hazzaro,Ido,Jarred Gallo,JedX,JoeKen,Jude & Frank,Leandro Da Silva,Luca Debonaire,Mike Balance,NerveStrain,Vush","Joe Bond,Kenny Summit",,BEL,"General Content",mp3,download,2017-07-04,release,20,14.44,0.00,14.44,9.39,0.0000000000,1.44,0.00,1.44,0.0000,1,7.95,Sale
,INS268,,,"InStereo Recordings","Who's The Badman Edit",,"Barry Obzee,Reza","DJ Dan,Reza",,DEU,"General Content",wav,download,2017-07-16,release,1,1.12,0.86,1.98,0.73,0.4300000000,0.20,0.00,0.20,0.0000,1,0.96,Sale
,INS269,,,"InStereo Recordings","Lights Out Remix",,"DJ Dan,DJ Mes","Mike Balance,Rescue",,CAN,"General Content",mp3,download,2017-07-30,release,2,2.98,0.00,2.98,1.94,0.0000000000,0.30,0.00,0.30,0.0000,1,1.64,Sale
,INS270,,,"InStereo Recordings","Rock The Discotek",,"Jarred Gallo",,,MMR,"General Content",aiff,download,2017-07-16,release,1,1.11,0.75,1.86,0.72,0.3800000000,0.19,0.00,0.19,0.0000,1,0.91,Sale
,INS271,,,"InStereo Recordings","Everybody Get On Up",,"Block & Crown",,,CAN,"General Content",mp3,download,2017-07-03,release,1,1.27,0.00,1.27,0.83,0.0000000000,0.13,0.00,0.13,0.0000,1,0.70,Sale
,INS271,,,"InStereo Recordings","Everybody Get On Up",,"Block & Crown",,,USA,"General Content",aiff,download,2017-07-21,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.00,0.00,0.00,0.0000,1,1.35,Sale
,INS271,,,"InStereo Recordings","Everybody Get On Up",,"Block & Crown",,,ITA,"General Content",mp3,download,2017-07-08,release,1,1.48,0.00,1.48,0.96,0.0000000000,0.15,0.00,0.15,0.0000,1,0.81,Sale
,INS271,,,"InStereo Recordings","Everybody Get On Up",,"Block & Crown",,,AUS,"General Content",mp3,download,2017-07-28,release,1,0.67,0.00,0.67,0.44,0.0000000000,0.07,0.00,0.07,0.0000,1,0.37,Sale
,INS271,,,"InStereo Recordings","Everybody Get On Up",,"Block & Crown",,,MMR,"General Content",aiff,download,2017-07-16,release,1,1.12,0.75,1.87,0.73,0.3800000000,0.19,0.00,0.19,0.0000,1,0.92,Sale
,INS272,,,"InStereo Recordings","Our Shit Is Funky",,"Popcorn Poppers",,,CAN,"General Content",aiff,download,2017-07-11,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS272,,,"InStereo Recordings","Our Shit Is Funky",,"Popcorn Poppers",,,USA,"General Content",aiff,download,2017-07-21,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.00,0.00,0.00,0.0000,1,1.35,Sale
,INS272,,,"InStereo Recordings","Our Shit Is Funky",,"Popcorn Poppers",,,JPN,"General Content",wav,download,2017-07-31,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS273,,,"InStereo Recordings","Do The Funk 2K17",,"Antoine Clamaran",,,SWE,"General Content",mp3,download,2017-07-19,release,1,1.50,0.00,1.50,0.98,0.0000000000,0.15,0.00,0.15,0.0000,1,0.83,Sale
,INS273,,,"InStereo Recordings","Do The Funk 2K17",,"Antoine Clamaran",,,JPN,"General Content",wav,download,2017-07-31,release,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS274,,,"InStereo Recordings","My Style",,"Mike Balance",,,USA,"General Content",mp3,download,2017-07-29,release,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS274,,,"InStereo Recordings","My Style",,"Mike Balance",,,GBR,"New Release",mp3,download,2017-07-10,release,1,1.68,0.00,1.68,1.09,0.0000000000,0.17,0.00,0.17,0.0000,1,0.92,Sale
,INS275,,,"InStereo Recordings","Zanzibar / No Cooly",,"No Rabbitz,Vynal K",,,FRA,"New Release",aiff,download,2017-07-01,release,2,3.56,1.71,5.28,2.32,0.8600000000,0.53,0.00,0.53,0.0000,1,2.65,Sale
,INS276,,,"InStereo Recordings","The Bomb II",,"Phunk Investigation",,,AUS,"General Content",mp3,download,2017-07-28,release,1,0.67,0.00,0.67,0.44,0.0000000000,0.07,0.00,0.07,0.0000,1,0.37,Sale
,INS276,,,"InStereo Recordings","The Bomb II",,"Phunk Investigation",,,USA,"New Release",mp3,download,2017-07-02,release,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS276,,,"InStereo Recordings","The Bomb II",,"Phunk Investigation",,,GBR,"New Release",mp3,download,2017-07-06,release,1,1.68,0.00,1.68,1.09,0.0000000000,0.17,0.00,0.17,0.0000,1,0.92,Sale
,INS277,,,"InStereo Recordings",Funk,,"DJ Kone,Marc Palacios,Rio Dela Duna",,,USA,"New Release",aiff,download,2017-07-10,release,1,1.79,0.75,2.54,1.16,0.3800000000,0.00,0.00,0.00,0.0000,1,1.54,Sale
,INS277,,,"InStereo Recordings",Funk,,"DJ Kone,Marc Palacios,Rio Dela Duna",,,USA,Exclusive,mp3,download,2017-07-02,release,1,2.12,0.00,2.12,1.38,0.0000000000,0.00,0.00,0.00,0.0000,1,1.38,Sale
,INS277,,,"InStereo Recordings",Funk,,"DJ Kone,Marc Palacios,Rio Dela Duna",,,USA,"New Release",mp3,download,2017-07-18,release,1,1.99,0.00,1.99,1.29,0.0000000000,0.00,0.00,0.00,0.0000,1,1.29,Sale
,INS277,,,"InStereo Recordings",Funk,,"DJ Kone,Marc Palacios,Rio Dela Duna",,,JPN,"New Release",wav,download,2017-07-31,release,1,1.99,0.75,2.74,1.29,0.3800000000,0.27,0.00,0.27,0.0000,1,1.40,Sale
,INS278,,,"InStereo Recordings","We Can Be Lovers",,"Block & Crown,Chris Marina",,,USA,Exclusive,mp3,download,2017-07-11,release,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS278,,,"InStereo Recordings","We Can Be Lovers",,"Block & Crown,Chris Marina",,,CAN,"New Release",mp3,download,2017-07-17,release,1,1.99,0.00,1.99,1.29,0.0000000000,0.20,0.00,0.20,0.0000,1,1.09,Sale
,INS278,,,"InStereo Recordings","We Can Be Lovers",,"Block & Crown,Chris Marina",,,USA,Exclusive,mp3,download,2017-07-03,release,1,2.11,0.00,2.11,1.37,0.0000000000,0.00,0.00,0.00,0.0000,1,1.37,Sale
,INS278,,,"InStereo Recordings","We Can Be Lovers",,"Block & Crown,Chris Marina",,,JPN,"New Release",wav,download,2017-07-31,release,1,1.99,0.75,2.74,1.29,0.3800000000,0.27,0.00,0.27,0.0000,1,1.40,Sale
,INS279,,,"InStereo Recordings","True Player E.P.",,"Gary Caos",,,ITA,Exclusive,mp3,download,2017-07-02,release,2,4.96,0.00,4.96,3.22,0.0000000000,0.50,0.00,0.50,0.0000,1,2.72,Sale
,INS279,,,"InStereo Recordings","True Player E.P.",,"Gary Caos",,,ITA,Exclusive,mp3,download,2017-07-03,release,2,4.20,0.00,4.20,2.73,0.0000000000,0.42,0.00,0.42,0.0000,1,2.31,Sale
,INS279,,,"InStereo Recordings","True Player E.P.",,"Gary Caos",,,DEU,Exclusive,mp3,download,2017-07-04,release,2,4.20,0.00,4.20,2.73,0.0000000000,0.42,0.00,0.42,0.0000,1,2.31,Sale
,INS279,,,"InStereo Recordings","True Player E.P.",,"Gary Caos",,,ESP,Exclusive,mp3,download,2017-07-07,release,2,4.46,0.00,4.46,2.90,0.0000000000,0.45,0.00,0.45,0.0000,1,2.45,Sale
,INS280,,,"InStereo Recordings",Triangles,,"Soma (USA)",,,DEU,Exclusive,mp3,download,2017-07-03,release,1,2.11,0.00,2.11,1.37,0.0000000000,0.21,0.00,0.21,0.0000,1,1.16,Sale
,INS280,,,"InStereo Recordings",Triangles,,"Soma (USA)",,,CAN,Exclusive,mp3,download,2017-07-04,release,1,2.11,0.00,2.11,1.37,0.0000000000,0.21,0.00,0.21,0.0000,1,1.16,Sale
,INS281,,,"InStereo Recordings","Sounds Of InStereo Vol. 7",,"Alaia,Barry Obzee,Block & Crown,DJ Dan,DJ Mes,DJ PP,Gallo,Gordon John,J8Man,Jack Mood,Lizzie Curious,Luca Debonaire,Mike Balance,Newmanhere,Reza,Stuart Ojelay,Ted Nilsson,WhiteNoize","Antoine Clamaran,DJ Dan,Reza",,USA,"New Release",mp3,download,2017-07-08,release,15,11.99,0.00,11.99,7.19,0.0000000000,0.00,0.00,0.00,0.0000,1,7.19,Sale
,INS281,,,"InStereo Recordings","Sounds Of InStereo Vol. 7",,"Alaia,Barry Obzee,Block & Crown,DJ Dan,DJ Mes,DJ PP,Gallo,Gordon John,J8Man,Jack Mood,Lizzie Curious,Luca Debonaire,Mike Balance,Newmanhere,Reza,Stuart Ojelay,Ted Nilsson,WhiteNoize","Antoine Clamaran,DJ Dan,Reza",,USA,"New Release",mp3,download,2017-07-27,release,15,11.99,0.00,11.99,7.19,0.0000000000,0.00,0.00,0.00,0.0000,1,7.19,Sale
,INS281,,,"InStereo Recordings","Sounds Of InStereo Vol. 7",,"Alaia,Barry Obzee,Block & Crown,DJ Dan,DJ Mes,DJ PP,Gallo,Gordon John,J8Man,Jack Mood,Lizzie Curious,Luca Debonaire,Mike Balance,Newmanhere,Reza,Stuart Ojelay,Ted Nilsson,WhiteNoize","Antoine Clamaran,DJ Dan,Reza",,USA,"New Release",mp3,download,2017-07-31,release,15,6.00,0.00,6.00,3.60,0.0000000000,0.00,0.00,0.00,0.0000,1,3.60,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,USA,Exclusive,mp3,download,2017-07-31,release,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,ITA,Exclusive,mp3,download,2017-07-17,release,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,GBR,Exclusive,mp3,download,2017-07-28,release,1,1.14,0.00,1.14,0.74,0.0000000000,0.11,0.00,0.11,0.0000,1,0.63,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,CAN,Exclusive,mp3,download,2017-07-30,release,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,ESP,Exclusive,mp3,download,2017-07-21,release,1,2.52,0.00,2.52,1.64,0.0000000000,0.25,0.00,0.25,0.0000,1,1.39,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,IRL,Exclusive,mp3,download,2017-07-22,release,1,2.53,0.00,2.53,1.65,0.0000000000,0.25,0.00,0.25,0.0000,1,1.40,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,CAN,Exclusive,mp3,download,2017-07-22,release,1,2.49,0.00,2.49,1.62,0.0000000000,0.25,0.00,0.25,0.0000,1,1.37,Sale
,INS282,,,"InStereo Recordings","It's Getting Closer",,"DJ Dan,Ido",,,USA,Exclusive,mp3,download,2017-07-25,release,1,2.49,0.00,2.49,1.62,0.0000000000,0.00,0.00,0.00,0.0000,1,1.62,Sale
,INS066,USMKV1200008,3421345,"InStereo Recordings","Just A Fool","Just A Fool","DJ Dan",,"Dub Mix",FRA,"General Content",mp3,download,2017-07-31,single,1,1.53,0.00,1.53,0.99,0.0000000000,0.15,0.00,0.15,0.0000,1,0.84,Sale
,INS067,USMKV1200010,3467471,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan",Insecure,WhiteNoize,,"Original Mix",USA,"General Content",mp3,download,2017-07-28,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS067,USMKV1200010,3467471,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan",Insecure,WhiteNoize,,"Original Mix",USA,"General Content",mp3,download,2017-07-30,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS067,USMKV1200010,3467471,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan",Insecure,WhiteNoize,,"Original Mix",AUS,"General Content",mp3,download,2017-07-13,single,1,1.30,0.00,1.30,0.84,0.0000000000,0.13,0.00,0.13,0.0000,1,0.71,Sale
,INS067,USMKV1200010,3467471,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan",Insecure,WhiteNoize,,"Original Mix",NLD,"General Content",mp3,download,2017-07-27,single,1,1.52,0.00,1.52,0.99,0.0000000000,0.15,0.00,0.15,0.0000,1,0.84,Sale
,INS067,USMKV1200012,3467473,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan","Freak It!",WhiteNoize,,"Original Mix",FRA,"General Content",mp3,download,2017-07-31,single,1,1.53,0.00,1.53,0.99,0.0000000000,0.15,0.00,0.15,0.0000,1,0.84,Sale
,INS067,USMKV1200021,3467482,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan","Just A Fool","DJ Dan",,"Vocal Mix",USA,"General Content",aiff,download,2017-07-08,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.00,0.00,0.00,0.0000,1,1.35,Sale
,INS067,USMKV1200027,3467488,"InStereo Recordings","Sounds Of InStereo Vol.2 - Mixed By DJ Dan",Bouncin,"DJ Dan","Nate Laurence,Scrubfish","Scrubfish & Laurence Remix",USA,"General Content",mp3,download,2017-07-28,single,1,0.74,0.00,0.74,0.48,0.0000000000,0.00,0.00,0.00,0.0000,1,0.48,Sale
,INS073,USMKV1200028,3738924,"InStereo Recordings","Shake & Bake EP","Keep On",WhiteNoize,,"Original Mix",AUS,"General Content",mp3,download,2017-07-13,single,1,1.30,0.00,1.30,0.84,0.0000000000,0.13,0.00,0.13,0.0000,1,0.71,Sale
,INS073,USMKV1200029,3738925,"InStereo Recordings","Shake & Bake EP","Shake And Bake",WhiteNoize,,"Original Mix",AUS,"General Content",mp3,download,2017-07-13,single,1,1.30,0.00,1.30,0.84,0.0000000000,0.13,0.00,0.13,0.0000,1,0.71,Sale
,INS073,USMKV1200029,3738925,"InStereo Recordings","Shake & Bake EP","Shake And Bake",WhiteNoize,,"Original Mix",GBR,"General Content",wav,download,2017-07-06,single,1,1.31,0.97,2.28,0.85,0.4800000000,0.23,0.00,0.23,0.0000,1,1.10,Sale
,INS075,USMKV1200033,3742387,"InStereo Recordings","Fuego EP","Little Havana",Hazzaro,,"Original Mix",USA,"General Content",mp3,download,2017-07-16,single,1,1.11,0.00,1.11,0.72,0.0000000000,0.00,0.00,0.00,0.0000,1,0.72,Sale
,INS075,USMKV1200034,3742388,"InStereo Recordings","Fuego EP","I Wish You Were Here",Hazzaro,,"Original Mix",USA,"General Content",mp3,download,2017-07-21,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
084854253133,INS078,USMKV1200040,3907786,"InStereo Recordings","Jacked Up Funk","Jacked Up Funk","DJ Dan,TJR",,"DJ Dan Tech Funk Mix",FRA,"General Content",aiff,download,2017-07-03,single,1,1.48,0.86,2.34,0.97,0.4300000000,0.23,0.00,0.23,0.0000,1,1.17,Sale
084854242205,INS086,USMKV1300004,4072455,"InStereo Recordings","The Glow EP",Glow,Slicerboys,,"Original Mix",JPN,"General Content",mp3,download,2017-07-24,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
084854242205,INS086,USMKV1300004,4072455,"InStereo Recordings","The Glow EP",Glow,Slicerboys,,"Original Mix",ITA,"General Content",wav,download,2017-07-08,single,1,1.33,0.86,2.19,0.87,0.4300000000,0.22,0.00,0.22,0.0000,1,1.08,Sale
084854242205,INS086,USMKV1300004,4072455,"InStereo Recordings","The Glow EP",Glow,Slicerboys,,"Original Mix",USA,"General Content",mp3,download,2017-07-08,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
084854242205,INS086,USMKV1300004,4072455,"InStereo Recordings","The Glow EP",Glow,Slicerboys,,"Original Mix",USA,"General Content",mp3,download,2017-07-14,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
084854242205,INS086,USMKV1300004,4072455,"InStereo Recordings","The Glow EP",Glow,Slicerboys,,"Original Mix",JPN,"General Content",aiff,download,2017-07-07,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
084854268342,INS087,USMKV1200038,4095738,"InStereo Recordings","Sounds Of InStereo Vol. 3 - Mixed By DJ Dan","Get Up","Gary Caos",,"Original Mix",BEL,"General Content",mp3,download,2017-07-18,single,1,1.12,0.00,1.12,0.73,0.0000000000,0.11,0.00,0.11,0.0000,1,0.62,Sale
084854283505,INS089,USMKV1300014,4126464,"InStereo Recordings","No Tomorrow EP",Reachin,Rescue,,"Original Mix",CZE,"General Content",mp3,download,2017-07-21,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
847108027542,INS091,USMKV1300016,4170909,"InStereo Recordings","Nothing But A Party","Nothing But A Party","DJ Dan,Lookback",,"Original Mix",AUS,"General Content",mp3,download,2017-07-26,single,1,1.34,0.00,1.34,0.87,0.0000000000,0.13,0.00,0.13,0.0000,1,0.74,Sale
847108027542,INS091,USMKV1300016,4170909,"InStereo Recordings","Nothing But A Party","Nothing But A Party","DJ Dan,Lookback",,"Original Mix",AUS,"General Content",mp3,download,2017-07-14,single,1,1.31,0.00,1.31,0.85,0.0000000000,0.13,0.00,0.13,0.0000,1,0.72,Sale
847108027542,INS091,USMKV1300016,4170909,"InStereo Recordings","Nothing But A Party","Nothing But A Party","DJ Dan,Lookback",,"Original Mix",KOR,"General Content",mp3,download,2017-07-09,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
